Event,Execution Timestamp,Dissemination Time,Cleared,Collateralization,End-User Exception,Bespoke,Block/Off facility,Execution Venue,UPI,Product,Contract Type,Effective Date,Maturity Date,Upfront Payment,Upfront Payment Currency,Upfront Payment Date,Settlement Currency,Leg 1 Type,Leg 1 Fixed Rate,Leg 1 Floating Index,Leg 1 Designated Maturity,Leg 1 Spread,Leg 1 Day Count Convention,Leg 1 Notional,Leg 1 Notional Currency,Leg 1 Payment Frequency,Leg1 Reset Frequency,Leg 2 Type,Leg 2 Fixed Rate,Leg 2 Floating Index,Leg 2 Designated Maturity,Leg 2 Spread,Leg 2 Day Count Convention,Leg 2 Notional,Leg 2 Notional Currency,Leg 2 Payment Frequency,Leg 2 Reset Frequency,Embedded Option,Option Strike Price,Option Type,Option Family,Option Currency,Option Premium,Option Lockout Period,Option Expiration Date,Asset Class,Rpt ID,Prev Rpt ID,Future Value Notional,Contract Subtype,Leg1 Return Type,Leg2 Return Type,Vega Notional Amount,Leg1 Fixed Payment,Leg1 Fixed Payment currency,Leg2 Fixed Payment,Leg2 Fixed Payment currency,Leg1 Underlying Asset,Leg2 Underlying Asset,Settlement date,Submission event,action,amendmentIndicator,assetClass,blockTradeIndicator,cleared,customBasketIndicator,deliveryType,disseminationIdentifier,disseminationTimestamp,effectiveDate,embeddedOptionType,event,eventDateTime,executionDateTime,expirationDate,firstExerciseDate,instrumentType,leg1CallAmount,leg1CallCurrency,leg1EffectiveNotionalAmount,leg1FixedRateDayCount,leg1FloatingRateDayCount,leg1NotionalAmount,leg1NotionalCurrency,leg1NotionalEffectiveDate,leg1NotionalEndDate,leg1NotionalScheduleType,leg1PutAmount,leg1PutCurrency,leg1ResetFrequencyMultiplier,leg1SettlementCurrency,leg1SettlementLocation,leg1UnderlyingAssetOrContractType,leg2CallAmount,leg2CallCurrency,leg2EffectiveNotionalAmount,leg2FixedRateDayCount,leg2FloatingRateDayCount,leg2NotionalAmount,leg2NotionalCurrency,leg2NotionalEffectiveDate,leg2NotionalEndDate,leg2NotionalScheduleType,leg2PutAmount,leg2PutCurrency,leg2ResetFrequencyMultiplier,leg2SettlementCurrency,leg2SettlementLocation,leg2UnderlyingAssetOrContractType,nonStandardTermIndicator,optionExerciseFrequencyMultiplier,optionExerciseFrequencyPeriod,optionPremiumAmount,optionPremiumCurrency,optionStrikePrice,optionStrikePriceCurrency,optionStrikePriceNotation,optionStyle,optionType,originalDisseminationIdentifier,otherPaymentAmount,otherPaymentCurrency,otherPaymentType,packageIndicator,packageTransactionPrice,packageTransactionPriceCurrency,packageTransactionPriceNotation,packageTransactionSpread,packageTransactionSpreadCurrency,packageTransactionSpreadNotation,platformID,postPricedSwapIndicator,primeBrokerageTransactionIndicator,productCode,productCodeType,productName,returnTriggerType,sDRreceiptTimestamp,underlierExpirationDate,leg1FixedRatePaymentFrequencyMultiplier,leg1FixedRatePaymentFrequencyPeriod,leg1FloatingRatePaymentFrequencyMultiplier,leg1FloatingRatePaymentFrequencyPeriod,leg1QuantityUnit,leg1Spread,leg1SpreadCurrency,leg1SpreadNotation,leg1TotalNotionalQuantity,leg1UnderlierCurrency,leg1UnderlierID,leg1UnderlierIDSource,leg1UnderlierTenorMultiplier,leg1UnderlierTenorPeriod,leg2FixedRatePaymentFrequencyMultiplier,leg2FixedRatePaymentFrequencyPeriod,leg2FloatingRatePaymentFrequencyMultiplier,leg2FloatingRatePaymentFrequencyPeriod,leg2QuantityUnit,leg2Spread,leg2SpreadCurrency,leg2SpreadNotation,leg2TotalNotionalQuantity,leg2UnderlierCurrency,leg2UnderlierID,leg2UnderlierIDSource,leg2UnderlierTenorMultiplier,leg2UnderlierTenorPeriod,price,priceCurrency,priceNotation,priceUnit,leg1ResetFrequencyPeriod,leg2ResetFrequencyPeriod,optionExerciseEndDate
Increase,03/25/2021 20:41:01,03/25/2021 21:11:01,Uncleared,Partially Collateralized,End-user,N,Y,Off Facility Swap,,Basket:TotalReturn,EquitySwap,09/16/2019,09/18/2024,0,,,USD,Equity,0,,5.075Y,0,,7000000,USD,1M,,Float,0,US0001M,5.075Y,0,,7000000,USD,1M,1M,N,0,,,,0,,,Equity,EQUITY11862469,,,,Total,,0.000000000000000,0,,0,,,,09/18/2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Increase,03/25/2021 20:41:01,03/25/2021 21:11:01,Uncleared,Partially Collateralized,End-user,N,Y,Off Facility Swap,,Basket:TotalReturn,EquitySwap,09/16/2019,09/18/2024,0,,,USD,Equity,0,,5.075Y,0,,15000000,USD,1M,,Float,0,US0001M,5.075Y,0,,15000000,USD,1M,1M,N,0,,,,0,,,Equity,EQUITY11862470,,,,Total,,0.000000000000000,0,,0,,,,09/18/2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Swap Unwind,03/25/2021 20:41:07,03/25/2021 21:11:07,Uncleared,Partially Collateralized,End-user,N,Y,Off Facility Swap,,Basket:TotalReturn,EquitySwap,09/16/2019,03/29/2021,0,,,USD,Equity,0,,5.075Y,0,,450000,USD,1M,,Float,0,US0001M,1.55Y,0,,450000,USD,1M,1M,N,0,,,,0,,,Equity,EQUITY11862471,,,,Total,,0.000000000000000,0,,0,,,,03/29/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Increase,03/25/2021 20:41:07,03/25/2021 21:11:07,Uncleared,Partially Collateralized,End-user,N,Y,Off Facility Swap,,Basket:TotalReturn,EquitySwap,09/16/2019,09/18/2024,0,,,USD,Equity,0,,5.075Y,0,,450000,USD,1M,,Float,0,US0001M,5.075Y,0,,450000,USD,1M,1M,N,0,,,,0,,,Equity,EQUITY11862472,,,,Total,,0.000000000000000,0,,0,,,,09/18/2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Swap Unwind,03/25/2021 20:41:12,03/25/2021 21:11:12,Uncleared,Partially Collateralized,End-user,N,Y,Off Facility Swap,,Basket:TotalReturn,EquitySwap,09/16/2019,03/29/2021,0,,,USD,Equity,0,,5.075Y,0,,2000000,USD,1M,,Float,0,US0001M,1.55Y,0,,2000000,USD,1M,1M,N,0,,,,0,,,Equity,EQUITY11862473,,,,Total,,0.000000000000000,0,,0,,,,03/29/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Partial Swap Unwind,03/25/2021 20:41:12,03/25/2021 21:11:12,Uncleared,Partially Collateralized,End-user,N,Y,Off Facility Swap,,Basket:TotalReturn,EquitySwap,09/16/2019,09/18/2024,0,,,USD,Equity,0,,5.075Y,0,,2000000,USD,1M,,Float,0,US0001M,5.075Y,0,,2000000,USD,1M,1M,N,0,,,,0,,,Equity,EQUITY11862474,,,,Total,,0.000000000000000,0,,0,,,,09/18/2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
New Trade,04/01/2021 18:29:49,04/01/2021 18:59:49,Uncleared,Partially Collateralized,End-user,N,Y,Off Facility Swap,,SingleUnderlying:TotalReturn,EquitySwap,04/01/2021,12/23/2021,0,,,USD,Equity,0,,0.7333Y,0,,3000000,EUR,1D,,Float,0,OBFR01,0.7222Y,0,,3000000,USD,1D,1D,N,0,,,,0,,,Equity,EQUITY11862493,,,,Total,,0.000000000000000,0,,0,,,,12/23/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
New Trade,04/01/2021 18:29:59,04/01/2021 18:59:59,Uncleared,Partially Collateralized,End-user,N,Y,Off Facility Swap,,SingleUnderlying:TotalReturn,EquitySwap,01/21/2021,04/07/2021,0,,,USD,Equity,0,,0.1944Y,0,,5000000,EUR,1D,,Float,0,OBFR01,0.2Y,0,,5000000,USD,1D,1D,N,0,,,,0,,,Equity,EQUITY11862494,,,,Total,,0.000000000000000,0,,0,,,,04/07/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Swap Unwind,04/01/2021 18:30:37,04/01/2021 19:00:37,Uncleared,Partially Collateralized,End-user,N,Y,Off Facility Swap,,SingleUnderlying:TotalReturn,EquitySwap,04/01/2021,04/07/2021,0,,,USD,Equity,0,,0.7333Y,0,,3000000,EUR,1D,,Float,0,OBFR01,0.0Y,0,,3000000,USD,1D,1D,N,0,,,,0,,,Equity,EQUITY11862495,,,,Total,,0.000000000000000,0,,0,,,,04/07/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
New Trade,04/01/2021 18:30:37,04/01/2021 19:00:37,Uncleared,Partially Collateralized,End-user,N,Y,Off Facility Swap,,SingleUnderlying:TotalReturn,EquitySwap,04/01/2021,12/23/2021,0,,,USD,Equity,0,,0.7333Y,0,,3000000,EUR,1D,,Float,0,OBFR01,0.7222Y,0,,3000000,USD,1D,1D,N,0,,,,0,,,Equity,EQUITY11862496,,,,Total,,0.000000000000000,0,,0,,,,12/23/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Swap Unwind,04/01/2021 18:30:51,04/01/2021 19:00:51,Uncleared,Partially Collateralized,End-user,N,Y,Off Facility Swap,,SingleUnderlying:TotalReturn,EquitySwap,01/21/2021,04/07/2021,0,,,USD,Equity,0,,0.1944Y,0,,5000000,EUR,1D,,Float,0,OBFR01,0.2Y,0,,5000000,USD,1D,1D,N,0,,,,0,,,Equity,EQUITY11862497,,,,Total,,0.000000000000000,0,,0,,,,04/07/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Swap Unwind,04/01/2021 18:30:51,04/01/2021 19:00:51,Uncleared,Partially Collateralized,End-user,N,Y,Off Facility Swap,,SingleUnderlying:TotalReturn,EquitySwap,01/21/2021,04/07/2021,0,,,USD,Equity,0,,0.1944Y,0,,5000000,EUR,1D,,Float,0,OBFR01,0.2Y,0,,5000000,USD,1D,1D,N,0,,,,0,,,Equity,EQUITY11862498,,,,Total,,0.000000000000000,0,,0,,,,04/07/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
New Trade,04/01/2021 18:31:39,04/01/2021 19:01:39,Uncleared,Partially Collateralized,End-user,N,Y,Off Facility Swap,,SingleUnderlying:TotalReturn,EquitySwap,04/01/2021,12/23/2021,0,,,USD,Equity,0,,0.7333Y,0,,4000000,EUR,1D,,Float,0,OBFR01,0.7222Y,0,,4000000,USD,1D,1D,N,0,,,,0,,,Equity,EQUITY11862499,,,,Total,,0.000000000000000,0,,0,,,,12/23/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
New Trade,04/01/2021 18:31:39,04/01/2021 19:01:39,Uncleared,Partially Collateralized,End-user,N,Y,Off Facility Swap,,SingleUnderlying:TotalReturn,EquitySwap,01/21/2021,04/07/2021,0,,,USD,Equity,0,,0.1944Y,0,,15000000,EUR,1D,,Float,0,OBFR01,0.2Y,0,,15000000,USD,1D,1D,N,0,,,,0,,,Equity,EQUITY11862500,,,,Total,,0.000000000000000,0,,0,,,,04/07/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
New Trade,04/01/2021 18:31:39,04/01/2021 19:01:39,Uncleared,Partially Collateralized,End-user,N,Y,Off Facility Swap,,SingleUnderlying:TotalReturn,EquitySwap,04/01/2021,12/23/2021,0,,,USD,Equity,0,,0.7333Y,0,,4000000,EUR,1D,,Float,0,OBFR01,0.7222Y,0,,4000000,USD,1D,1D,N,0,,,,0,,,Equity,EQUITY11862501,,,,Total,,0.000000000000000,0,,0,,,,12/23/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
New Trade,04/01/2021 18:31:39,04/01/2021 19:01:39,Uncleared,Partially Collateralized,End-user,N,Y,Off Facility Swap,,SingleUnderlying:TotalReturn,EquitySwap,03/22/2021,04/07/2021,0,,,USD,Equity,0,,0.0278Y,0,,8000000,EUR,1D,,Float,0,OBFR01,0.0389Y,0,,8000000,USD,1D,1D,N,0,,,,0,,,Equity,EQUITY11862502,,,,Total,,0.000000000000000,0,,0,,,,04/07/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
New Trade,04/01/2021 18:31:40,04/01/2021 19:01:40,Uncleared,Partially Collateralized,End-user,N,Y,Off Facility Swap,,SingleUnderlying:TotalReturn,EquitySwap,04/01/2021,12/23/2021,0,,,USD,Equity,0,,0.7333Y,0,,5000000,EUR,1D,,Float,0,OBFR01,0.7222Y,0,,5000000,USD,1D,1D,N,0,,,,0,,,Equity,EQUITY11862503,,,,Total,,0.000000000000000,0,,0,,,,12/23/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
New Trade,04/01/2021 18:31:40,04/01/2021 19:01:40,Uncleared,Partially Collateralized,End-user,N,Y,Off Facility Swap,,SingleUnderlying:TotalReturn,EquitySwap,04/01/2021,12/23/2021,0,,,USD,Equity,0,,0.7333Y,0,,12000000,EUR,1D,,Float,0,OBFR01,0.7222Y,0,,12000000,USD,1D,1D,N,0,,,,0,,,Equity,EQUITY11862504,,,,Total,,0.000000000000000,0,,0,,,,12/23/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Swap Unwind,04/01/2021 18:34:02,04/01/2021 19:04:02,Uncleared,Partially Collateralized,End-user,N,Y,Off Facility Swap,,SingleUnderlying:TotalReturn,EquitySwap,04/01/2021,04/07/2021,0,,,USD,Equity,0,,0.7333Y,0,,5000000,EUR,1D,,Float,0,OBFR01,0.0Y,0,,5000000,USD,1D,1D,N,0,,,,0,,,Equity,EQUITY11862505,,,,Total,,0.000000000000000,0,,0,,,,04/07/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
New Trade,04/01/2021 18:34:02,04/01/2021 19:04:02,Uncleared,Partially Collateralized,End-user,N,Y,Off Facility Swap,,SingleUnderlying:TotalReturn,EquitySwap,04/01/2021,12/23/2021,0,,,USD,Equity,0,,0.7333Y,0,,5000000,EUR,1D,,Float,0,OBFR01,0.7222Y,0,,5000000,USD,1D,1D,N,0,,,,0,,,Equity,EQUITY11862506,,,,Total,,0.000000000000000,0,,0,,,,12/23/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Swap Unwind,04/01/2021 18:34:09,04/01/2021 19:04:09,Uncleared,Partially Collateralized,End-user,N,Y,Off Facility Swap,,SingleUnderlying:TotalReturn,EquitySwap,03/22/2021,04/07/2021,0,,,USD,Equity,0,,0.0278Y,0,,8000000,EUR,1D,,Float,0,OBFR01,0.0389Y,0,,8000000,USD,1D,1D,N,0,,,,0,,,Equity,EQUITY11862507,,,,Total,,0.000000000000000,0,,0,,,,04/07/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Swap Unwind,04/01/2021 18:34:09,04/01/2021 19:04:09,Uncleared,Partially Collateralized,End-user,N,Y,Off Facility Swap,,SingleUnderlying:TotalReturn,EquitySwap,03/22/2021,04/07/2021,0,,,USD,Equity,0,,0.0278Y,0,,8000000,EUR,1D,,Float,0,OBFR01,0.0389Y,0,,8000000,USD,1D,1D,N,0,,,,0,,,Equity,EQUITY11862508,,,,Total,,0.000000000000000,0,,0,,,,04/07/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Swap Unwind,04/01/2021 18:34:14,04/01/2021 19:04:14,Uncleared,Partially Collateralized,End-user,N,Y,Off Facility Swap,,SingleUnderlying:TotalReturn,EquitySwap,04/01/2021,04/07/2021,0,,,USD,Equity,0,,0.7333Y,0,,12000000,EUR,1D,,Float,0,OBFR01,0.0Y,0,,12000000,USD,1D,1D,N,0,,,,0,,,Equity,EQUITY11862509,,,,Total,,0.000000000000000,0,,0,,,,04/07/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
New Trade,04/01/2021 18:34:14,04/01/2021 19:04:14,Uncleared,Partially Collateralized,End-user,N,Y,Off Facility Swap,,SingleUnderlying:TotalReturn,EquitySwap,04/01/2021,12/23/2021,0,,,USD,Equity,0,,0.7333Y,0,,12000000,EUR,1D,,Float,0,OBFR01,0.7222Y,0,,12000000,USD,1D,1D,N,0,,,,0,,,Equity,EQUITY11862510,,,,Total,,0.000000000000000,0,,0,,,,12/23/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Swap Unwind,04/01/2021 18:34:21,04/01/2021 19:04:21,Uncleared,Partially Collateralized,End-user,N,Y,Off Facility Swap,,SingleUnderlying:TotalReturn,EquitySwap,01/21/2021,04/07/2021,0,,,USD,Equity,0,,0.1944Y,0,,15000000,EUR,1D,,Float,0,OBFR01,0.2Y,0,,15000000,USD,1D,1D,N,0,,,,0,,,Equity,EQUITY11862511,,,,Total,,0.000000000000000,0,,0,,,,04/07/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Swap Unwind,04/01/2021 18:34:21,04/01/2021 19:04:21,Uncleared,Partially Collateralized,End-user,N,Y,Off Facility Swap,,SingleUnderlying:TotalReturn,EquitySwap,01/21/2021,04/07/2021,0,,,USD,Equity,0,,0.1944Y,0,,15000000,EUR,1D,,Float,0,OBFR01,0.2Y,0,,15000000,USD,1D,1D,N,0,,,,0,,,Equity,EQUITY11862512,,,,Total,,0.000000000000000,0,,0,,,,04/07/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Swap Unwind,04/01/2021 18:34:28,04/01/2021 19:04:28,Uncleared,Partially Collateralized,End-user,N,Y,Off Facility Swap,,SingleUnderlying:TotalReturn,EquitySwap,04/01/2021,04/07/2021,0,,,USD,Equity,0,,0.7333Y,0,,4000000,EUR,1D,,Float,0,OBFR01,0.0Y,0,,4000000,USD,1D,1D,N,0,,,,0,,,Equity,EQUITY11862513,,,,Total,,0.000000000000000,0,,0,,,,04/07/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
New Trade,04/01/2021 18:34:28,04/01/2021 19:04:28,Uncleared,Partially Collateralized,End-user,N,Y,Off Facility Swap,,SingleUnderlying:TotalReturn,EquitySwap,04/01/2021,12/23/2021,0,,,USD,Equity,0,,0.7333Y,0,,4000000,EUR,1D,,Float,0,OBFR01,0.7222Y,0,,4000000,USD,1D,1D,N,0,,,,0,,,Equity,EQUITY11862514,,,,Total,,0.000000000000000,0,,0,,,,12/23/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Swap Unwind,04/01/2021 18:34:35,04/01/2021 19:04:35,Uncleared,Partially Collateralized,End-user,N,Y,Off Facility Swap,,SingleUnderlying:TotalReturn,EquitySwap,04/01/2021,04/07/2021,0,,,USD,Equity,0,,0.7333Y,0,,4000000,EUR,1D,,Float,0,OBFR01,0.0Y,0,,4000000,USD,1D,1D,N,0,,,,0,,,Equity,EQUITY11862515,,,,Total,,0.000000000000000,0,,0,,,,04/07/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
New Trade,04/01/2021 18:34:35,04/01/2021 19:04:35,Uncleared,Partially Collateralized,End-user,N,Y,Off Facility Swap,,SingleUnderlying:TotalReturn,EquitySwap,04/01/2021,12/23/2021,0,,,USD,Equity,0,,0.7333Y,0,,4000000,EUR,1D,,Float,0,OBFR01,0.7222Y,0,,4000000,USD,1D,1D,N,0,,,,0,,,Equity,EQUITY11862516,,,,Total,,0.000000000000000,0,,0,,,,12/23/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
New Trade,04/01/2021 20:43:31,04/01/2021 21:13:31,Uncleared,Partially Collateralized,End-user,N,Y,Off Facility Swap,,Basket:TotalReturn,EquitySwap,09/16/2019,04/06/2021,0,,,USD,Equity,0,,5.075Y,0,,310000,USD,1M,,Float,0,US0001M,1.5722Y,0,,310000,USD,1M,1M,N,0,,,,0,,,Equity,EQUITY11862517,,,,Total,,0.000000000000000,0,,0,,,,04/06/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
New Trade,04/01/2021 20:43:31,04/01/2021 21:13:31,Uncleared,Partially Collateralized,End-user,N,Y,Off Facility Swap,,Basket:TotalReturn,EquitySwap,09/16/2019,04/06/2021,0,,,USD,Equity,0,,5.075Y,0,,520000,USD,1M,,Float,0,US0001M,1.5722Y,0,,520000,USD,1M,1M,N,0,,,,0,,,Equity,EQUITY11862518,,,,Total,,0.000000000000000,0,,0,,,,04/06/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Swap Unwind,04/01/2021 20:43:31,04/01/2021 21:13:31,Uncleared,Partially Collateralized,End-user,N,Y,Off Facility Swap,,Basket:TotalReturn,EquitySwap,09/16/2019,04/06/2021,0,,,USD,Equity,0,,5.075Y,0,,310000,USD,1M,,Float,0,US0001M,1.5722Y,0,,310000,USD,1M,1M,N,0,,,,0,,,Equity,EQUITY11862519,,,,Total,,0.000000000000000,0,,0,,,,04/06/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Swap Unwind,04/01/2021 20:43:31,04/01/2021 21:13:31,Uncleared,Partially Collateralized,End-user,N,Y,Off Facility Swap,,Basket:TotalReturn,EquitySwap,09/16/2019,04/06/2021,0,,,USD,Equity,0,,5.075Y,0,,520000,USD,1M,,Float,0,US0001M,1.5722Y,0,,520000,USD,1M,1M,N,0,,,,0,,,Equity,EQUITY11862520,,,,Total,,0.000000000000000,0,,0,,,,04/06/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
New Trade,04/01/2021 20:46:40,04/01/2021 21:16:40,Uncleared,Partially Collateralized,End-user,N,Y,Off Facility Swap,,Basket:TotalReturn,EquitySwap,09/16/2019,04/06/2021,0,,,USD,Equity,0,,5.075Y,0,,230000,USD,1M,,Float,0,US0001M,1.5722Y,0,,230000,USD,1M,1M,N,0,,,,0,,,Equity,EQUITY11862521,,,,Total,,0.000000000000000,0,,0,,,,04/06/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
